PRODUCT_ID,CATEGORY_ID,SUBCATEGORY_ID,PRODUCT_NAME,DESCRIPTION,BASE_PRICE,SALE_PRICE,STOCK_QUANTITY,WEIGHT_KG,IS_ACTIVE,CREATED_AT,BRAND,SKU,RATING,REVIEW_COUNT,DATA_SOURCE,BATCH_ID,LOADED_AT
667,3,305,"Morris, Smith and Graham Establish","Let wrong term information military service little. Heart board ok kind head.
Partner cause the care again. Sing religious you couple poor.",495.68,478.45,854,11.75,True,2025-08-18 16:28:57.858,Howe LLC,SKU-70745,3.4,6,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
668,2,203,Reyes-Hernandez Try,Be rather hear teacher employee. May foot series ready. Research wait and money environmental campaign dark.,307.17,296.98,483,2.57,True,2025-08-24 16:28:57.858,Miller-Calhoun,SKU-47707,3.8,72,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
669,2,201,Ortiz-Davis Speech,Figure itself something thing almost. Affect hotel continue foot. Fight south where hot great lose company.,128.16,115.17,993,1.43,True,2025-09-05 16:28:57.858,"Hernandez, Robinson and Delgado",SKU-86161,4.0,65,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
670,3,304,"Kramer, Grant and Summers Decide","Behind discover hundred away must trip land.
Relate animal magazine media available sing start certain. Respond tree drop foot television.",974.52,802.92,524,14.69,False,2025-08-18 16:28:57.858,Bell Inc,SKU-44018,3.3,11,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
671,2,203,Russell PLC Culture,"Ready push win. Contain future pretty place. Fire economic grow everyone special.
Stand property it sit set. Stock goal open pressure share ok seven. She manager western activity throughout.",466.43,385.79,167,1.15,True,2025-08-22 16:28:57.858,"Williams, Holloway and Douglas",SKU-93394,4.8,46,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
673,5,503,Cross-Perry See,"Food science how. Unit Mrs reality bit bar.
Visit worry well those eat performance for. Determine no ever here herself real. View fish for suffer production effect all. So remember say light garden.",873.72,846.63,819,6.09,True,2025-08-18 16:28:57.858,Case Ltd,SKU-57516,3.2,81,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
688,4,404,Ortega and Sons Make,"Machine ten local able professional pull. Sign her win say. Stuff tough his recognize.
Reveal attack foot relate. Food happen surface cut may successful. Democrat such management reduce nice.",527.44,430.92,146,7.96,True,2025-08-23 16:28:57.858,"Edwards, Mcmahon and Jones",SKU-23332,4.5,25,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
674,3,302,Dalton Ltd Computer,"Include learn source mean performance. Moment somebody focus create travel. Together executive worry notice event maintain.
Animal agreement blue even. Officer defense throw bill.",22.77,19.5,797,9.75,True,2025-08-28 16:28:57.858,Ramsey-Ruiz,SKU-31368,3.2,26,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
675,5,502,"Pugh, Middleton and Gibson Job","Direction voice up. Direction laugh color tax might receive picture culture.
Crime international instead third dog. Way strong structure even treat. Main feeling loss describe though you.",833.26,816.1,628,13.82,True,2025-08-19 16:28:57.858,"May, Bell and Wise",SKU-79742,4.4,93,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
676,1,104,"Carroll, Bright and Thornton So","Situation idea even director. Hundred report important goal same which.
Fine statement opportunity else conference. Political huge available. Instead spring street open artist report yes.",465.89,383.57,134,18.48,True,2025-09-11 16:28:57.858,Guzman and Sons,SKU-50838,4.4,21,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
677,4,405,"Hamilton, Carter and Anderson Break",Age indicate seek benefit give one. Administration fact into fact much security social. Professor computer two major.,527.89,440.49,311,0.67,True,2025-09-03 16:28:57.858,Robertson and Sons,SKU-39144,3.3,95,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
678,2,202,"Dominguez, Alvarez and Fisher Ahead",Agent chair data spring stage send. Area hot value need. About according anyone purpose alone Mr.,314.35,259.67,80,8.55,True,2025-09-07 16:28:57.858,Garcia-Clark,SKU-24643,3.2,107,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
679,4,404,Waters and Sons Establish,"Safe stage miss send degree serve professor. Indicate author get little language fill.
Eye old catch money price operation. Example sell single above certainly.",52.09,42.02,675,10.32,False,2025-09-10 16:28:57.858,Salas-Williams,SKU-25587,4.8,12,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
680,1,103,"Reyes, Carr and Gonzales Artist","Charge quickly face thousand prove soldier.
Friend people front place plant plant. Kind trial finally expect especially real. Design worry risk ten.
Power property both late. Treat seek down former.",670.91,549.68,126,18.41,True,2025-08-20 16:28:57.858,Carter PLC,SKU-36217,3.4,49,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
681,1,101,"Smith, Mcneil and Boyle Specific","Check bad bar service economy way. Again listen method many realize hear today series. Least middle rule north certainly none. Compare be media author yet.
They exist everyone age often always claim.",154.1,152.31,971,11.64,True,2025-08-21 16:28:57.858,Simpson PLC,SKU-75619,4.6,82,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
682,2,205,Cantrell PLC Situation,"Last maintain again party radio generation first pick. Despite would anyone third see moment. Amount several admit kind until.
Probably near forward hold whatever. Think production dark risk quite.",574.53,553.8,781,0.38,True,2025-09-10 16:28:57.858,Miranda Inc,SKU-35106,4.9,28,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
683,5,501,Young LLC Give,"Return they new miss program opportunity night. Style black better operation consider expect coach.
Traditional purpose process beyond. Method everything crime.",973.84,959.09,942,10.13,True,2025-09-10 16:28:57.858,"Lewis, Franklin and Klein",SKU-58033,4.4,29,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
684,4,401,Malone-Decker Natural,"Benefit minute see whose picture modern huge. Senior class decision. Structure after politics bill increase how.
Congress improve Congress senior smile source education. My who east itself church.",189.04,188.33,434,4.36,True,2025-09-02 16:28:57.858,Clarke-Reynolds,SKU-24790,4.5,45,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
685,1,104,"Skinner, Bruce and Santiago Difficult","Provide ok health road suddenly challenge. Alone democratic alone.
Both ball player ask another capital mention. Relate too evidence impact.",119.21,107.19,369,14.12,True,2025-09-09 16:28:57.858,Bartlett Group,SKU-15322,3.2,65,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
686,1,104,Martinez LLC Role,"Around morning together have defense yeah. On impact whatever or interest. Property official next yeah heart over.
Work option land minute. Major cause place mean.",290.78,275.43,703,19.53,True,2025-08-25 16:28:57.858,Wallace LLC,SKU-82602,3.8,60,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
658,4,402,"Morrow, Ross and Garcia Ability","Particularly threat month computer. Certainly culture month address this notice system.
Top senior two participant usually level can. Wait box main measure. Right level mission.",948.31,819.38,4,19.41,True,2025-08-15 16:28:57.858,Henderson-Russell,SKU-76507,3.7,98,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
657,1,103,Perry-Hayes Government,"Tonight case be heavy.
Capital by laugh article this tend. Then can subject step six last. Miss model phone relate describe close save.",978.24,855.55,552,19.51,True,2025-09-09 16:28:57.858,Krause Ltd,SKU-25923,4.8,56,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
656,2,202,Garner-Love Doctor,"Finish sound reveal worker specific. Push let newspaper hundred line join common.
For not lawyer line wind process agent. Large three one listen. Lose own baby American.",245.53,245.22,588,2.62,True,2025-09-12 16:28:57.858,"King, Holloway and Spears",SKU-34182,3.4,102,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
655,1,102,Valencia and Sons Stand,Couple detail cultural avoid door fish. Law baby change bank study head pressure. Edge particular popular only.,359.59,356.44,633,18.49,True,2025-08-30 16:28:57.858,Lewis Ltd,SKU-47387,3.4,26,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
628,4,402,Berg and Sons Guy,"Catch charge some those.
White total down everybody. Let debate candidate impact time always. Receive skin reality glass only either.",214.1,182.88,461,8.3,True,2025-08-24 16:28:57.858,"Miller, Johns and Carroll",SKU-90024,4.4,84,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
629,2,204,"Oneal, Hopkins and Dougherty Trip","Character teacher soon whether give six board.
Certain build billion item serve contain walk. Future significant support.",615.93,570.0,801,6.09,True,2025-09-11 16:28:57.858,"Jimenez, Nelson and Kelly",SKU-83100,3.5,25,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
630,5,501,Rowland-Stone Director,"Tax state short find even along executive either. Order air recognize wall management plant Republican force.
Resource believe base for wrong ever reason. Culture trial than develop medical.",622.73,592.98,552,10.2,True,2025-08-17 16:28:57.858,Watkins LLC,SKU-92111,4.3,47,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
631,1,102,"Miller, Spears and Reyes Any","Local population ask country article lay find benefit. Capital citizen dinner pretty house.
Relate often everything you quickly purpose. Probably black oil so. Unit lay song.",121.55,113.9,991,18.24,True,2025-09-09 16:28:57.858,Hale Inc,SKU-30940,4.3,11,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
632,1,103,Patrick Ltd Sport,"Often fast finally eye stuff recognize. Present those month too affect difficult charge.
Control pass like future father term indeed. Democrat expert put present require.",292.21,248.46,631,16.12,True,2025-08-31 16:28:57.858,Whitehead-Brown,SKU-15677,3.2,15,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
633,5,502,Romero LLC Although,"Tough trade need mouth gas.
Significant difference bill difficult measure. Pay peace company difficult. Ok music economy under radio.",166.47,149.32,118,1.51,True,2025-09-13 16:28:57.858,Erickson-Carr,SKU-68303,4.2,46,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
634,4,402,Moore-Chapman Turn,"Building mouth pull relationship entire require. Side already question easy.
Sit watch others project positive. College part song beautiful one order end leg. Word need radio term rate important.",749.62,648.52,797,2.29,True,2025-08-16 16:28:57.858,"Smith, Smith and Espinoza",SKU-41079,4.5,29,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
635,4,402,"Colon, Sanders and Cantu Trade","Condition include what usually. Type community evidence building view pressure.
Congress pay indeed beat others. Recognize same word trial no blue week. Pm popular draw computer every somebody key.",82.79,74.26,911,8.77,True,2025-08-26 16:28:57.858,Wallace-Arellano,SKU-89879,3.9,54,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
636,3,302,Carlson-Lee In,Give enter yard we system pressure strategy thought. Guy down society sign brother enough break. Much institution his customer maintain.,463.16,429.08,998,5.47,True,2025-09-07 16:28:57.858,Harmon Inc,SKU-14206,4.4,17,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
637,3,302,Crane and Sons Like,Fall total small resource sure explain. Right form above voice help trial. With stop amount party.,120.0,107.0,175,15.23,True,2025-08-30 16:28:57.858,Braun LLC,SKU-48687,4.2,88,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
638,5,502,Duncan-Solis Every,Pretty own voice book any allow. Perhaps teacher budget something they. Professional reduce assume manage leader world. Begin coach occur.,582.34,565.45,88,8.29,True,2025-08-27 16:28:57.858,Schaefer-Valdez,SKU-38369,4.2,66,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
639,3,301,Hernandez-Williams Scientist,"This prove difference meet purpose very mention professional. Democratic accept art. Happen light industry claim fall recently that everything.
Company line manage surface wish seek born better.",732.72,714.05,253,6.61,True,2025-08-21 16:28:57.858,Morales-Nelson,SKU-87564,4.9,78,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
640,1,104,"Klein, Davis and Martin Science","Sit pay window entire share where. Somebody course nation part.
Local leader truth opportunity safe final than. Begin begin occur government.",980.38,978.67,751,15.4,False,2025-09-12 16:28:57.858,Taylor PLC,SKU-79615,3.8,101,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
641,1,104,Fleming Ltd Resource,"Speech whose industry onto major always you. Professional they meeting. Effort successful side quality throughout study.
Economy field ground baby move. Training quality yeah later next rest.",500.33,456.15,12,13.89,True,2025-09-11 16:28:57.858,"Anderson, Carr and Ross",SKU-38574,3.3,44,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
642,2,201,Nash-Allen People,At particularly ten need side exist. Ten owner protect nation bar and. Until prove population draw race hour discuss.,25.77,22.19,720,9.24,True,2025-08-23 16:28:57.858,Ray LLC,SKU-86501,3.0,63,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
643,4,402,"Garcia, Nelson and Gill Who",Collection baby very activity environment top. Design man state hot. Perform build population affect own arm see.,875.46,732.75,892,7.47,True,2025-09-01 16:28:57.858,"Trevino, Marshall and Krueger",SKU-93021,3.0,86,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
644,1,104,Delgado LLC Happen,Hotel religious former level time visit. Run close design college family. Job office leader decide father admit.,894.5,810.58,303,8.58,True,2025-09-03 16:28:57.858,Clark and Sons,SKU-90281,4.1,29,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
645,1,105,Williams-Mcbride Left,"Often senior question thing admit understand. Turn serve southern couple accept.
Once now attorney person company church movement. Be suggest so memory.",882.04,870.09,527,18.91,True,2025-08-21 16:28:57.858,Gonzalez LLC,SKU-16758,3.2,50,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
646,4,405,Cooper PLC Do,Tell improve idea food or city. Success outside financial foot quickly generation PM. Sister partner toward environmental radio moment.,50.47,42.14,572,14.13,True,2025-09-02 16:28:57.858,Jackson-Myers,SKU-36832,3.3,49,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
647,2,205,"Gordon, Olson and Spence Very","Purpose bag be point boy he. Head until share face answer hundred.
Receive radio while moment senior not police. Attention happen think security.",122.42,115.99,770,11.64,True,2025-08-29 16:28:57.858,Payne PLC,SKU-37498,4.5,100,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
648,2,203,Lutz-Clark Tree,"Threat agreement trouble town meet college guy. Organization whatever understand less claim.
Hear here these hard price two. Spring sure strategy tend ahead magazine second.",359.18,323.52,433,5.62,False,2025-09-05 16:28:57.858,Patterson and Sons,SKU-55249,3.9,73,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
649,5,501,"Morris, Roberson and Mendoza Rock","Certain what effect consider impact.
Detail billion keep at usually over yeah usually.
Ever physical least response man hit. Forget you economic industry music idea impact especially.",475.46,444.87,545,18.0,True,2025-08-27 16:28:57.858,"Cross, Lee and Jones",SKU-58253,4.6,95,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
650,1,102,Villa and Sons Person,"Enter north in attorney feeling. To everyone rock the live station company.
Share light risk score issue investment beat front. Share let include subject fish.",892.98,729.98,400,17.97,True,2025-08-30 16:28:57.858,Skinner-Jordan,SKU-20085,3.2,37,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
651,1,102,Jimenez and Sons Ahead,"Event floor accept yard. Front group company lay bag smile. Wish process account amount network.
Whole deep federal pay.
Month cut nor management subject support question.",501.37,421.57,974,12.58,True,2025-08-17 16:28:57.858,"Turner, Marsh and Suarez",SKU-99443,4.1,23,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
652,4,403,Harris-Hernandez Health,"Than position game government. Everyone research life long drop. Feel capital different great seven read option option.
Note table event guess manager sometimes within. Citizen mind including.",425.93,395.66,298,3.86,False,2025-08-21 16:28:57.858,"Pratt, Day and Miller",SKU-40451,4.7,69,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
653,3,304,Hoffman-Sloan Space,Price last beat yourself quickly apply current. Machine member recently several offer.,582.92,541.65,334,9.77,True,2025-08-24 16:28:57.858,Allen-Chambers,SKU-79489,4.7,61,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
654,4,403,"Rogers, Barnett and May Beat","Get minute very. Thought single water sea impact.
Production thought accept arm. One air use. Local step itself court home.",571.58,547.5,175,15.81,True,2025-08-16 16:28:57.858,Guzman and Sons,SKU-58745,4.9,102,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
687,2,201,Brock Group Return,Perform half travel really development drug today. Move treatment the whose long local. Weight writer choice beautiful security doctor mission.,895.81,801.87,695,7.41,False,2025-08-19 16:28:57.858,Smith and Sons,SKU-98363,4.0,20,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
689,1,103,"Mitchell, Rangel and Ayala Push","Along fire television get film. Family crime same a. Huge draw method mouth.
Young very maintain natural message. Work history every item.",975.46,819.43,864,19.81,True,2025-09-03 16:28:57.858,Mack Group,SKU-65666,4.5,46,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2,1,101,"Smith, Russo and Burton Performance",Under likely capital take green explain seat. Talk concern race performance source until role.,102.76,92.59,27,11.27,True,2025-09-06 16:28:57.858,Schneider Ltd,SKU-81426,3.8,64,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
735,1,102,"Patel, Newman and Ortiz Owner","Eye practice western my gas drug.
Even executive never hold. Store conference at offer. Room expert smile while animal something. Serve according traditional baby along.",504.22,431.71,369,18.53,True,2025-08-18 16:28:57.858,Ortiz Group,SKU-44500,4.2,103,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
722,5,503,Jacobson-Hodge Size,"Green a heavy door voice half unit. Management parent would clear local imagine.
Could language get position station. Agent a fine find summer. Sing through person thank full prepare consumer.",458.73,436.89,656,12.87,True,2025-09-13 16:28:57.858,"Brown, Martinez and Bell",SKU-94030,3.3,56,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
723,2,203,Thomas Group Box,"Professional fund from speak. International matter prove.
Whether cell a environment available term difficult.",320.58,263.57,255,10.38,True,2025-09-11 16:28:57.858,Perez LLC,SKU-95089,4.5,86,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
724,4,403,Ward-Williams Social,"Member early trial product better item. Mrs believe brother statement final employee. During along see human.
Already across service scene against course. Some design form story.",456.98,432.77,266,3.55,True,2025-08-17 16:28:57.858,"Sherman, Bowman and Mahoney",SKU-52936,4.6,33,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
725,1,104,"Hancock, Olson and Cochran College",Very your soldier fire pattern prevent look. Indicate operation father money course mission check.,373.92,364.68,967,16.71,True,2025-09-01 16:28:57.858,"Torres, Franco and Blanchard",SKU-12717,4.9,74,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
726,5,502,Weaver-Chavez Establish,Part hold candidate president. Mean southern third either. Statement woman firm sister which. My hear her exactly return purpose.,907.78,762.22,718,17.05,False,2025-08-30 16:28:57.858,"Kidd, Foster and Rose",SKU-91003,3.9,38,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
727,2,201,Fields Group People,Participant image task often term onto interesting. Fund worry end staff economic.,958.45,948.34,120,0.38,True,2025-09-08 16:28:57.858,Novak-Bell,SKU-69468,4.7,68,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
728,1,102,Torres Ltd Ahead,Order bad fund system team water so over. Buy couple face rest guess thought heart scientist. Lay skill find receive thank artist reality here.,716.43,708.7,832,15.66,True,2025-09-07 16:28:57.858,"Salas, Frazier and Mcdaniel",SKU-74771,3.8,58,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
729,2,205,"Curry, Wilson and Park Especially","Above out than hospital. Page question travel.
Director kind any bed. Us thus message establish.
Interest who name need.",223.41,191.37,693,3.87,True,2025-08-18 16:28:57.858,Anderson-Jones,SKU-29129,3.1,35,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
730,2,205,Cherry and Sons Behind,"Fire fall community. Research risk hear herself receive ball responsibility. Shake top expert open Mrs.
Term detail movement interest blood. Table respond hit interest save lose.",456.47,398.92,700,12.98,False,2025-09-06 16:28:57.858,Perez PLC,SKU-71457,3.3,46,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
731,4,402,"Williams, Bond and King Hand","Answer poor personal experience today some entire.
Bag laugh itself customer. Require plant heavy father certainly maybe. Anyone director pay movement.",716.2,633.59,611,5.2,False,2025-08-22 16:28:57.858,Gilbert-King,SKU-17700,3.1,39,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
732,4,403,Tapia Ltd Cut,Room off soon as once very. Son receive happen expert dream. High play perhaps lead end race.,996.77,931.14,821,12.0,True,2025-08-14 16:28:57.858,Aguilar-Thompson,SKU-15965,3.0,67,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
733,5,504,Ellison-Bray Husband,"Garden boy her beat protect color. Worry stop field owner reduce me left.
Become consider education meeting will product wide. Everything able safe far turn. Share toward need author risk bag.",309.48,289.13,135,19.36,True,2025-09-01 16:28:57.858,Shannon-Evans,SKU-86085,3.4,25,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
734,5,504,Evans Ltd Say,Sound network government well. Especially trip science key former artist recognize market. Bed someone window never everyone often.,931.02,831.98,91,6.41,True,2025-08-16 16:28:57.858,"Cooper, Chapman and Edwards",SKU-28585,3.5,47,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
