EVENT_ID,CUSTOMER_ID,PRODUCT_ID,EVENT_TYPE,EVENT_DATE,DEVICE_TYPE,SESSION_ID,CREATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
3709,193,815,search,2024-01-18,desktop,session_40262,2024-01-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3710,193,58,purchase,2024-10-18,desktop,session_31089,2024-10-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3711,193,557,cart_remove,2024-08-03,tablet,session_48154,2024-08-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3712,194,101,cart_remove,2024-02-19,tablet,session_55877,2024-02-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3713,194,601,cart_remove,2023-11-23,mobile,session_31011,2023-11-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3714,194,871,search,2024-05-05,mobile,session_88604,2024-05-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3715,194,643,cart_remove,2023-08-03,mobile,session_67406,2023-08-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3716,194,40,view,2024-05-21,mobile,session_50869,2024-05-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3717,194,253,wishlist_add,2023-03-02,mobile,session_83145,2023-03-02 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3718,194,843,wishlist_add,2024-03-08,tablet,session_85740,2024-03-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3719,194,299,cart_add,2023-10-31,desktop,session_99264,2023-10-31 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3720,194,735,view,2024-02-25,desktop,session_71916,2024-02-25 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3722,194,847,wishlist_add,2023-08-20,mobile,session_21193,2023-08-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3696,193,896,view,2024-08-10,mobile,session_48048,2024-08-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3723,194,657,cart_add,2024-09-02,mobile,session_89308,2024-09-02 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3751,195,457,search,2024-08-12,mobile,session_52773,2024-08-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3750,195,733,wishlist_add,2024-10-23,tablet,session_90570,2024-10-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3726,194,302,view,2024-10-12,desktop,session_75575,2024-10-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3727,194,16,cart_add,2023-04-25,desktop,session_31149,2023-04-25 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3728,194,332,cart_add,2024-03-27,mobile,session_82794,2024-03-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3729,194,150,cart_remove,2023-05-31,mobile,session_72685,2023-05-31 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3730,194,938,view,2023-04-23,desktop,session_60957,2023-04-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3731,195,458,cart_add,2024-08-30,tablet,session_52550,2024-08-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3732,195,480,search,2024-08-13,desktop,session_35165,2024-08-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3733,195,299,wishlist_add,2024-10-07,desktop,session_76517,2024-10-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3734,195,319,cart_remove,2024-09-29,desktop,session_73868,2024-09-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3735,195,323,search,2024-09-02,desktop,session_75542,2024-09-02 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3736,195,142,view,2024-09-21,tablet,session_23016,2024-09-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3737,195,122,cart_remove,2024-08-29,tablet,session_27386,2024-08-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3738,195,773,view,2024-08-01,mobile,session_42187,2024-08-01 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3739,195,533,view,2024-09-03,tablet,session_19118,2024-09-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3740,195,208,cart_add,2024-12-03,tablet,session_95161,2024-12-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3741,195,825,cart_add,2024-08-17,mobile,session_73107,2024-08-17 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3742,195,338,purchase,2024-10-27,mobile,session_66497,2024-10-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3743,195,8,search,2024-11-14,desktop,session_13408,2024-11-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3744,195,88,view,2024-09-05,mobile,session_32215,2024-09-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3745,195,364,view,2024-09-24,tablet,session_89875,2024-09-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3746,195,557,wishlist_add,2024-09-11,mobile,session_20534,2024-09-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3747,195,52,wishlist_add,2024-09-10,mobile,session_99419,2024-09-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3748,195,767,cart_remove,2024-12-01,tablet,session_24723,2024-12-01 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3749,195,781,purchase,2024-10-03,tablet,session_23331,2024-10-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3724,194,233,view,2023-09-03,tablet,session_74532,2023-09-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3923,203,517,wishlist_add,2024-03-20,mobile,session_13041,2024-03-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3753,195,625,purchase,2024-11-25,mobile,session_91470,2024-11-25 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3924,203,209,cart_remove,2023-11-06,tablet,session_35609,2023-11-06 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3779,197,105,purchase,2024-11-10,tablet,session_15040,2024-11-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3755,196,836,view,2024-08-28,tablet,session_44389,2024-08-28 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3756,196,548,cart_remove,2024-06-13,mobile,session_80722,2024-06-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3757,196,162,purchase,2024-08-16,mobile,session_93076,2024-08-16 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3758,196,572,cart_add,2024-10-29,tablet,session_43053,2024-10-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3759,196,99,view,2024-06-16,desktop,session_70528,2024-06-16 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3760,196,581,cart_add,2024-09-04,tablet,session_69348,2024-09-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3761,196,465,search,2024-12-01,tablet,session_72107,2024-12-01 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3762,196,485,cart_add,2024-07-15,mobile,session_71944,2024-07-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3763,196,393,purchase,2024-12-06,tablet,session_52058,2024-12-06 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3764,196,78,cart_add,2024-06-15,desktop,session_54082,2024-06-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3765,196,274,cart_add,2024-11-07,tablet,session_25420,2024-11-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3766,196,426,cart_add,2024-11-19,desktop,session_72247,2024-11-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3767,196,925,cart_remove,2024-07-16,mobile,session_47413,2024-07-16 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3768,197,356,cart_remove,2024-10-01,mobile,session_91945,2024-10-01 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3769,197,766,cart_add,2023-03-10,tablet,session_11751,2023-03-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3770,197,584,search,2024-06-03,mobile,session_81547,2024-06-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3771,197,568,cart_remove,2023-07-11,mobile,session_66091,2023-07-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3772,197,913,wishlist_add,2024-06-20,desktop,session_41158,2024-06-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3773,197,189,wishlist_add,2024-11-20,mobile,session_97420,2024-11-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3774,197,797,search,2024-07-06,desktop,session_83863,2024-07-06 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3775,197,661,wishlist_add,2023-03-09,mobile,session_20550,2023-03-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3776,197,849,cart_add,2024-04-17,tablet,session_10586,2024-04-17 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3777,197,404,wishlist_add,2024-04-11,desktop,session_62997,2024-04-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3778,197,840,search,2024-07-04,mobile,session_11706,2024-07-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3780,197,312,cart_add,2024-06-10,mobile,session_27855,2024-06-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3754,195,376,cart_remove,2024-11-04,desktop,session_77218,2024-11-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3781,197,134,search,2023-08-18,tablet,session_24596,2023-08-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3783,197,858,cart_add,2023-03-13,mobile,session_19033,2023-03-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3752,195,309,search,2024-08-04,desktop,session_10375,2024-08-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3784,197,739,purchase,2023-12-15,tablet,session_56640,2023-12-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3785,197,780,cart_remove,2024-01-02,desktop,session_98975,2024-01-02 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3786,197,70,search,2023-08-31,desktop,session_90143,2023-08-31 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3787,197,761,wishlist_add,2024-03-02,mobile,session_12533,2024-03-02 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3788,197,903,purchase,2024-01-24,tablet,session_46801,2024-01-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3789,197,331,cart_remove,2024-09-21,desktop,session_93781,2024-09-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3790,197,671,search,2023-11-30,desktop,session_26617,2023-11-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3791,198,658,cart_add,2024-07-22,mobile,session_62631,2024-07-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3792,198,691,purchase,2023-02-22,desktop,session_27672,2023-02-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3793,198,614,cart_add,2024-09-17,mobile,session_18393,2024-09-17 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3794,198,562,purchase,2023-04-12,mobile,session_49329,2023-04-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3795,198,25,purchase,2024-06-25,mobile,session_34822,2024-06-25 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3796,198,368,search,2024-03-19,desktop,session_80821,2024-03-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3797,198,299,cart_remove,2023-03-07,tablet,session_43185,2023-03-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3798,198,663,view,2024-02-24,mobile,session_10782,2024-02-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3799,198,317,cart_remove,2024-11-25,desktop,session_54208,2024-11-25 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3800,198,415,purchase,2024-12-05,desktop,session_73823,2024-12-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3801,198,355,search,2024-02-06,desktop,session_20536,2024-02-06 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3802,198,291,cart_add,2024-04-11,mobile,session_18576,2024-04-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3803,198,658,search,2023-02-22,tablet,session_44440,2023-02-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3804,198,861,wishlist_add,2023-12-19,desktop,session_94542,2023-12-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3805,198,49,cart_remove,2023-04-07,mobile,session_99413,2023-04-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3806,198,913,wishlist_add,2024-09-15,desktop,session_33533,2024-09-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3807,198,648,cart_remove,2024-03-25,desktop,session_79149,2024-03-25 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3782,197,306,wishlist_add,2024-07-21,mobile,session_79836,2024-07-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3725,194,490,wishlist_add,2024-07-20,tablet,session_13811,2024-07-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3808,198,787,purchase,2024-07-20,tablet,session_89352,2024-07-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3809,198,20,cart_remove,2024-05-31,mobile,session_76274,2024-05-31 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3812,198,304,view,2024-06-25,mobile,session_64952,2024-06-25 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3814,198,119,cart_remove,2024-03-08,desktop,session_23747,2024-03-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3815,198,975,search,2024-08-29,tablet,session_82572,2024-08-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3816,198,259,cart_remove,2024-04-19,tablet,session_49681,2024-04-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3817,198,379,cart_add,2024-05-19,desktop,session_20944,2024-05-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3818,199,769,purchase,2024-11-14,mobile,session_76697,2024-11-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3819,199,276,cart_remove,2024-08-28,mobile,session_70473,2024-08-28 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3820,199,426,wishlist_add,2024-08-09,tablet,session_70574,2024-08-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3821,199,428,wishlist_add,2024-03-27,desktop,session_78277,2024-03-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3822,199,136,purchase,2024-09-07,mobile,session_82366,2024-09-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3823,199,715,purchase,2024-11-30,desktop,session_50902,2024-11-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3824,199,665,wishlist_add,2024-09-23,mobile,session_40361,2024-09-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3825,199,155,wishlist_add,2024-06-09,tablet,session_57863,2024-06-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3826,199,938,view,2024-08-20,desktop,session_52172,2024-08-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3827,199,1000,cart_remove,2024-10-20,desktop,session_71968,2024-10-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3828,199,882,view,2024-11-03,desktop,session_94205,2024-11-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3829,199,839,wishlist_add,2024-09-08,desktop,session_61084,2024-09-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3830,199,483,search,2024-10-07,tablet,session_80486,2024-10-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3831,199,257,search,2024-04-26,desktop,session_58162,2024-04-26 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3832,199,470,wishlist_add,2024-05-19,tablet,session_29591,2024-05-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3833,199,994,view,2024-03-29,tablet,session_52694,2024-03-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3834,199,892,wishlist_add,2024-07-24,desktop,session_23361,2024-07-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3835,199,916,purchase,2024-10-18,mobile,session_63616,2024-10-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3836,199,179,wishlist_add,2024-04-05,tablet,session_62668,2024-04-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3865,201,326,view,2024-09-29,desktop,session_97688,2024-09-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3866,201,524,wishlist_add,2023-05-24,tablet,session_15824,2023-05-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3813,198,93,purchase,2024-06-29,desktop,session_91774,2024-06-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3837,199,551,search,2024-08-21,desktop,session_31057,2024-08-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3810,198,8,cart_add,2023-12-12,mobile,session_87390,2023-12-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3838,199,922,wishlist_add,2024-07-16,mobile,session_53115,2024-07-16 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3842,200,532,purchase,2024-10-23,desktop,session_56878,2024-10-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3843,200,450,search,2024-10-28,mobile,session_85754,2024-10-28 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3844,200,726,search,2024-10-13,tablet,session_32787,2024-10-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3845,200,469,wishlist_add,2024-09-23,mobile,session_66986,2024-09-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
